"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2014"	"2014"	67	2912032	2.3	2.3
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2015"	"2015"	78	2923211	2.7	2.7
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2016"	"2016"	65	2927628	2.2	2.2
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2017"	"2017"	72	2927546	2.4	2.5
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2018"	"2018"	58	2931560	1.9	2.0
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2019"	"2019"	83	2933672	2.9	2.8
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2020"	"2020"	72	2937919	2.3	2.5
	"Hodgkin - Nodal"	"33011"	"Kansas"	"20"	"2021"	"2021"	51	2937922	1.7	1.7
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2000"	"2000"	Suppressed	2693681	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2013"	"2013"	0	2902190	0.0	0.0
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2015"	"2015"	0	2923211	0.0	0.0
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2017"	"2017"	0	2927546	0.0	0.0
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Hodgkin - Extranodal"	"33012"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"1999"	"1999"	515	2678338	19.0	19.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2000"	"2000"	563	2693681	20.6	20.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2001"	"2001"	511	2702162	18.6	18.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2002"	"2002"	557	2713535	20.1	20.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2003"	"2003"	589	2723004	20.9	21.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2004"	"2004"	623	2734373	21.9	22.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2005"	"2005"	574	2745299	20.1	20.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2006"	"2006"	588	2762931	20.3	21.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2007"	"2007"	632	2783785	21.6	22.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2008"	"2008"	562	2808076	18.8	20.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2009"	"2009"	605	2832704	20.0	21.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2010"	"2010"	566	2858825	18.8	19.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2011"	"2011"	615	2872711	20.0	21.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2012"	"2012"	687	2891541	21.7	23.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2013"	"2013"	614	2902190	19.1	21.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2014"	"2014"	647	2912032	20.0	22.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2015"	"2015"	659	2923211	19.9	22.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2016"	"2016"	676	2927628	20.6	23.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2017"	"2017"	645	2927546	19.2	22.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2018"	"2018"	609	2931560	17.8	20.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2019"	"2019"	680	2933672	19.9	23.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2020"	"2020"	628	2937919	17.7	21.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2021"	"2021"	639	2937922	18.0	21.8
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"1999"	"1999"	351	2678338	13.0	13.1
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2000"	"2000"	382	2693681	14.0	14.2
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2001"	"2001"	348	2702162	12.7	12.9
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2002"	"2002"	352	2713535	12.7	13.0
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2003"	"2003"	386	2723004	13.6	14.2
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2004"	"2004"	417	2734373	14.7	15.3
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2005"	"2005"	360	2745299	12.6	13.1
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2006"	"2006"	403	2762931	13.9	14.6
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2007"	"2007"	416	2783785	14.2	14.9
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2008"	"2008"	359	2808076	11.9	12.8
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2009"	"2009"	390	2832704	12.8	13.8
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2010"	"2010"	376	2858825	12.5	13.2
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2011"	"2011"	397	2872711	12.8	13.8
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2012"	"2012"	477	2891541	15.1	16.5
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2013"	"2013"	417	2902190	13.0	14.4
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2014"	"2014"	439	2912032	13.5	15.1
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2015"	"2015"	459	2923211	13.9	15.7
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2016"	"2016"	474	2927628	14.6	16.2
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2017"	"2017"	427	2927546	12.6	14.6
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2018"	"2018"	398	2931560	11.7	13.6
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2019"	"2019"	455	2933672	13.2	15.5
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2020"	"2020"	415	2937919	11.6	14.1
	"NHL - Nodal"	"33041"	"Kansas"	"20"	"2021"	"2021"	437	2937922	12.3	14.9
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"1999"	"1999"	164	2678338	6.0	6.1
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2000"	"2000"	181	2693681	6.5	6.7
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2001"	"2001"	163	2702162	5.8	6.0
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2002"	"2002"	205	2713535	7.4	7.6
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2003"	"2003"	203	2723004	7.2	7.5
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2004"	"2004"	206	2734373	7.2	7.5
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2005"	"2005"	214	2745299	7.5	7.8
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2006"	"2006"	185	2762931	6.4	6.7
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2007"	"2007"	216	2783785	7.3	7.8
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2008"	"2008"	203	2808076	6.8	7.2
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2009"	"2009"	215	2832704	7.1	7.6
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2010"	"2010"	190	2858825	6.3	6.6
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2011"	"2011"	218	2872711	7.2	7.6
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2012"	"2012"	210	2891541	6.5	7.3
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2013"	"2013"	197	2902190	6.1	6.8
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2014"	"2014"	208	2912032	6.5	7.1
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2015"	"2015"	200	2923211	6.0	6.8
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2016"	"2016"	202	2927628	6.0	6.9
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2017"	"2017"	218	2927546	6.6	7.4
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2018"	"2018"	211	2931560	6.1	7.2
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2019"	"2019"	225	2933672	6.7	7.7
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2020"	"2020"	213	2937919	6.1	7.3
	"NHL - Extranodal"	"33042"	"Kansas"	"20"	"2021"	"2021"	202	2937922	5.7	6.9
	"Myeloma"	"34000"	"Kansas"	"20"	"1999"	"1999"	141	2678338	5.2	5.3
	"Myeloma"	"34000"	"Kansas"	"20"	"2000"	"2000"	146	2693681	5.3	5.4
	"Myeloma"	"34000"	"Kansas"	"20"	"2001"	"2001"	140	2702162	5.1	5.2
	"Myeloma"	"34000"	"Kansas"	"20"	"2002"	"2002"	166	2713535	6.0	6.1
	"Myeloma"	"34000"	"Kansas"	"20"	"2003"	"2003"	144	2723004	5.1	5.3
	"Myeloma"	"34000"	"Kansas"	"20"	"2004"	"2004"	176	2734373	6.2	6.4
	"Myeloma"	"34000"	"Kansas"	"20"	"2005"	"2005"	176	2745299	6.0	6.4
	"Myeloma"	"34000"	"Kansas"	"20"	"2006"	"2006"	165	2762931	5.6	6.0
	"Myeloma"	"34000"	"Kansas"	"20"	"2007"	"2007"	194	2783785	6.5	7.0
	"Myeloma"	"34000"	"Kansas"	"20"	"2008"	"2008"	189	2808076	6.3	6.7
	"Myeloma"	"34000"	"Kansas"	"20"	"2009"	"2009"	174	2832704	5.7	6.1
	"Myeloma"	"34000"	"Kansas"	"20"	"2010"	"2010"	188	2858825	6.0	6.6
	"Myeloma"	"34000"	"Kansas"	"20"	"2011"	"2011"	173	2872711	5.7	6.0
	"Myeloma"	"34000"	"Kansas"	"20"	"2012"	"2012"	212	2891541	6.8	7.3
	"Myeloma"	"34000"	"Kansas"	"20"	"2013"	"2013"	225	2902190	6.9	7.8
	"Myeloma"	"34000"	"Kansas"	"20"	"2014"	"2014"	256	2912032	7.7	8.8
	"Myeloma"	"34000"	"Kansas"	"20"	"2015"	"2015"	214	2923211	6.6	7.3
	"Myeloma"	"34000"	"Kansas"	"20"	"2016"	"2016"	236	2927628	6.8	8.1
	"Myeloma"	"34000"	"Kansas"	"20"	"2017"	"2017"	226	2927546	6.6	7.7
	"Myeloma"	"34000"	"Kansas"	"20"	"2018"	"2018"	230	2931560	6.7	7.8
	"Myeloma"	"34000"	"Kansas"	"20"	"2019"	"2019"	232	2933672	6.4	7.9
	"Myeloma"	"34000"	"Kansas"	"20"	"2020"	"2020"	248	2937919	6.8	8.4
	"Myeloma"	"34000"	"Kansas"	"20"	"2021"	"2021"	217	2937922	5.9	7.4
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"1999"	"1999"	327	2678338	11.9	12.2
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2000"	"2000"	348	2693681	12.7	12.9
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2001"	"2001"	350	2702162	12.6	13.0
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2002"	"2002"	407	2713535	14.5	15.0
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2003"	"2003"	413	2723004	14.7	15.2
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2004"	"2004"	423	2734373	14.8	15.5
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2005"	"2005"	402	2745299	14.0	14.6
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2006"	"2006"	407	2762931	14.0	14.7
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2007"	"2007"	425	2783785	14.5	15.3
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2008"	"2008"	442	2808076	14.6	15.7
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2009"	"2009"	437	2832704	14.5	15.4
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2010"	"2010"	491	2858825	16.1	17.2
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2011"	"2011"	504	2872711	16.5	17.5
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2012"	"2012"	509	2891541	16.5	17.6
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2013"	"2013"	515	2902190	16.2	17.7
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2014"	"2014"	509	2912032	15.7	17.5
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2015"	"2015"	565	2923211	17.6	19.3
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2016"	"2016"	481	2927628	14.6	16.4
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2017"	"2017"	512	2927546	15.6	17.5
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2018"	"2018"	524	2931560	15.7	17.9
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2019"	"2019"	518	2933672	15.3	17.7
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2020"	"2020"	448	2937919	13.2	15.2
	"Leukemias"	"35011-35043"	"Kansas"	"20"	"2021"	"2021"	474	2937922	13.5	16.1
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"1999"	"1999"	40	2678338	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2000"	"2000"	45	2693681	1.6	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2001"	"2001"	41	2702162	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2002"	"2002"	44	2713535	1.6	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2003"	"2003"	31	2723004	1.1	1.1
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2004"	"2004"	37	2734373	1.3	1.4
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2005"	"2005"	36	2745299	1.3	1.3
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2006"	"2006"	36	2762931	1.3	1.3
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2007"	"2007"	42	2783785	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2008"	"2008"	50	2808076	1.8	1.8
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2009"	"2009"	45	2832704	1.5	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2010"	"2010"	49	2858825	1.7	1.7
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2011"	"2011"	43	2872711	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2012"	"2012"	44	2891541	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2013"	"2013"	45	2902190	1.5	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2014"	"2014"	38	2912032	1.3	1.3
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2015"	"2015"	54	2923211	1.9	1.8
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2016"	"2016"	40	2927628	1.3	1.4
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2017"	"2017"	38	2927546	1.3	1.3
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2018"	"2018"	46	2931560	1.6	1.6
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2019"	"2019"	43	2933672	1.5	1.5
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2020"	"2020"	42	2937919	1.5	1.4
	"Acute Lymphocytic Leukemia"	"35011"	"Kansas"	"20"	"2021"	"2021"	40	2937922	1.4	1.4
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"1999"	"1999"	98	2678338	3.6	3.7
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2000"	"2000"	120	2693681	4.4	4.5
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2001"	"2001"	119	2702162	4.3	4.4
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2002"	"2002"	149	2713535	5.3	5.5
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2003"	"2003"	155	2723004	5.4	5.7
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2004"	"2004"	160	2734373	5.6	5.9
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2005"	"2005"	155	2745299	5.4	5.6
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2006"	"2006"	165	2762931	5.6	6.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2007"	"2007"	153	2783785	5.1	5.5
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2008"	"2008"	168	2808076	5.4	6.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2009"	"2009"	172	2832704	5.6	6.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2010"	"2010"	169	2858825	5.3	5.9
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2011"	"2011"	201	2872711	6.4	7.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2012"	"2012"	198	2891541	6.3	6.8
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2013"	"2013"	206	2902190	6.3	7.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2014"	"2014"	204	2912032	6.0	7.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2015"	"2015"	231	2923211	6.8	7.9
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2016"	"2016"	210	2927628	6.1	7.2
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2017"	"2017"	217	2927546	6.4	7.4
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2018"	"2018"	206	2931560	5.7	7.0
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2019"	"2019"	203	2933672	5.7	6.9
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2020"	"2020"	151	2937919	4.1	5.1
	"Chronic Lymphocytic Leukemia"	"35012"	"Kansas"	"20"	"2021"	"2021"	190	2937922	5.0	6.5
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"1999"	"1999"	102	2678338	3.7	3.8
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2000"	"2000"	113	2693681	4.1	4.2
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2001"	"2001"	92	2702162	3.3	3.4
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2002"	"2002"	120	2713535	4.3	4.4
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2003"	"2003"	132	2723004	4.7	4.8
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2004"	"2004"	125	2734373	4.3	4.6
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2005"	"2005"	109	2745299	3.8	4.0
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2006"	"2006"	110	2762931	3.9	4.0
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2007"	"2007"	120	2783785	4.1	4.3
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2008"	"2008"	102	2808076	3.4	3.6
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2009"	"2009"	103	2832704	3.5	3.6
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2010"	"2010"	138	2858825	4.5	4.8
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2011"	"2011"	145	2872711	4.8	5.0
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2012"	"2012"	129	2891541	4.3	4.5
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2013"	"2013"	137	2902190	4.3	4.7
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2014"	"2014"	152	2912032	4.7	5.2
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2015"	"2015"	145	2923211	4.6	5.0
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2016"	"2016"	134	2927628	4.2	4.6
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2017"	"2017"	140	2927546	4.3	4.8
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2018"	"2018"	154	2931560	4.6	5.3
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2019"	"2019"	152	2933672	4.5	5.2
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2020"	"2020"	144	2937919	4.3	4.9
	"Acute Myeloid Leukemia"	"35021"	"Kansas"	"20"	"2021"	"2021"	138	2937922	4.0	4.7
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"1999"	"1999"	48	2678338	1.7	1.8
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2000"	"2000"	37	2693681	1.4	1.4
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2001"	"2001"	50	2702162	1.8	1.9
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2002"	"2002"	42	2713535	1.5	1.5
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2003"	"2003"	27	2723004	0.9	1.0
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2004"	"2004"	49	2734373	1.7	1.8
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2005"	"2005"	57	2745299	2.0	2.1
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2006"	"2006"	49	2762931	1.7	1.8
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2007"	"2007"	58	2783785	2.0	2.1
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2008"	"2008"	65	2808076	2.2	2.3
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2009"	"2009"	57	2832704	1.9	2.0
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2010"	"2010"	74	2858825	2.5	2.6
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2011"	"2011"	58	2872711	2.0	2.0
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2012"	"2012"	76	2891541	2.4	2.6
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2013"	"2013"	70	2902190	2.2	2.4
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2014"	"2014"	72	2912032	2.4	2.5
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2015"	"2015"	86	2923211	2.8	2.9
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2016"	"2016"	54	2927628	1.7	1.8
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2017"	"2017"	69	2927546	2.2	2.4
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2018"	"2018"	66	2931560	2.1	2.3
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2019"	"2019"	71	2933672	2.2	2.4
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2020"	"2020"	61	2937919	1.8	2.1
	"Chronic Myeloid Leukemia"	"35022"	"Kansas"	"20"	"2021"	"2021"	59	2937922	1.7	2.0
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"1999"	"1999"	39	2678338	1.4	1.5
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2000"	"2000"	33	2693681	1.2	1.2
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2001"	"2001"	48	2702162	1.7	1.8
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2002"	"2002"	52	2713535	1.9	1.9
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2003"	"2003"	68	2723004	2.4	2.5
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2004"	"2004"	52	2734373	1.8	1.9
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2005"	"2005"	45	2745299	1.6	1.6
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2006"	"2006"	47	2762931	1.6	1.7
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2007"	"2007"	52	2783785	1.8	1.9
